date,None,D0,D1,D2,D3,D4
2019-10-28 00:00:00,70209.57,47064.74,21851.64,1293.1899999999998,0.0,0.0
2019-10-27 00:00:00,70984.14416100465,47841.87548024074,21821.91580869713,1320.352872066763,0.0,0.0
2019-10-26 00:00:00,71179.77176977343,47476.06000722093,22392.189082441928,1311.5226801105773,0.0,0.0
2019-10-25 00:00:00,68206.28792043275,45731.44553990041,21176.365800966374,1298.4765795659655,0.0,0.0
2019-10-24 00:00:00,69339.16878320293,45521.913079645165,22526.73532289903,1290.5203806587313,0.0,0.0
2019-10-23 00:00:00,69220.29139323698,46264.081678580624,21711.536776552988,1244.6729381033836,0.0,0.0
2019-10-22 00:00:00,67749.93700197394,44820.43678948852,21646.574303480786,1282.925909004633,0.0,0.0
2019-10-21 00:00:00,87118.81999999999,52963.2,32193.5,1962.12,0.0,0.0
2019-10-20 00:00:00,85285.78581318911,52692.581279240454,30729.00563270679,1864.1989012418658,0.0,0.0
2019-10-19 00:00:00,89306.76584986981,55096.75438801331,32200.516057443758,2009.4954044127476,0.0,0.0
2019-10-18 00:00:00,87691.10496373303,53252.7915578741,32570.19255610262,1868.12084975631,0.0,0.0
2019-10-17 00:00:00,85522.58728148595,52027.91118499646,31535.72484049,1958.9512559994926,0.0,0.0
2019-10-16 00:00:00,87047.94858924266,53232.59036798026,31781.843978771747,2033.5142424906549,0.0,0.0
2019-10-15 00:00:00,91091.5135881679,55337.25810866624,33709.56506315921,2044.6904163424679,0.0,0.0
2019-10-14 00:00:00,92061.70000000001,60581.560000000005,30140.399999999998,1339.74,0.0,0.0
2019-10-13 00:00:00,95142.93482103723,62761.514648572636,30981.94404596885,1399.476126495746,0.0,0.0
2019-10-12 00:00:00,90905.8597119293,59287.754284156865,30278.896750626547,1339.2086771458905,0.0,0.0
2019-10-11 00:00:00,90447.0058566555,58613.35996510909,30514.05567381326,1319.5902177331468,0.0,0.0
2019-10-10 00:00:00,90838.38258014247,58801.41426828332,30756.402512171037,1280.565799688106,0.0,0.0
2019-10-09 00:00:00,96376.06455677368,63518.44865500422,31532.979824263897,1324.6360775055705,0.0,0.0
2019-10-08 00:00:00,90556.25966555782,57571.23237638275,31639.172826033027,1345.854463142046,0.0,0.0
2019-10-07 00:00:00,106614.94,78414.28,23329.590000000004,4871.07,0.0,0.0
2019-10-06 00:00:00,104909.72452440149,76225.72567592238,23977.50894481416,4706.4899036649595,0.0,0.0
2019-10-05 00:00:00,107642.12861677098,79730.60981292342,22803.71379964256,5107.805004205008,0.0,0.0
2019-10-04 00:00:00,109378.75918861394,81910.43342346785,22566.20729003842,4902.118475107671,0.0,0.0
2019-10-03 00:00:00,105314.7930096871,78045.5069808955,22528.519835593695,4740.7661931979,0.0,0.0
2019-10-02 00:00:00,106843.22866640877,78660.81706181823,23102.164489484516,5080.247115106036,0.0,0.0
2019-10-01 00:00:00,103695.7798080651,76611.18563472253,22420.73569089163,4663.858482450938,0.0,0.0
2019-09-30 00:00:00,103100.34999999999,84051.29999999999,16700.02,2349.03,0.0,0.0
2019-09-29 00:00:00,102203.4503038759,82965.83368103477,16990.32770270296,2247.2889201381827,0.0,0.0
2019-09-28 00:00:00,105182.59470421438,87045.64542342168,15897.763366820544,2239.185913972158,0.0,0.0
2019-09-27 00:00:00,100044.79571356437,81118.39756305637,16478.04422190402,2448.3539286039695,0.0,0.0
2019-09-26 00:00:00,102518.16651113253,82989.81267120231,17089.01990216812,2439.3339377621073,0.0,0.0
2019-09-25 00:00:00,101155.47393725559,82563.40773833588,16178.552043904081,2413.5141550156304,0.0,0.0
2019-09-24 00:00:00,105018.29035305529,86206.21263580793,16356.029162427465,2456.0485548198867,0.0,0.0
2019-09-23 00:00:00,84463.41999999998,65977.44999999998,17179.89,1306.08,0.0,0.0
2019-09-22 00:00:00,87479.53776249356,69000.85862195477,17111.29372696836,1367.3854135704382,0.0,0.0
2019-09-21 00:00:00,80690.73844507357,62961.08892981347,16462.120463866057,1267.5290513940365,0.0,0.0
2019-09-20 00:00:00,81512.66099702653,62976.67585134557,17186.36615514724,1349.6189905337067,0.0,0.0
2019-09-19 00:00:00,86902.73608779117,67769.82576160226,17855.136907175336,1277.7734190135811,0.0,0.0
2019-09-18 00:00:00,84932.42496891797,65547.79682255769,18021.172982499535,1363.4551638607554,0.0,0.0
2019-09-17 00:00:00,81695.32244517049,63822.470450315566,16559.8202267507,1313.0317681042231,0.0,0.0
2019-09-16 00:00:00,81860.31,62755.52,19104.789999999997,0.0,0.0,0.0
2019-09-15 00:00:00,84564.21835511798,64612.747528062944,19951.47082705503,0.0,0.0,0.0
2019-09-14 00:00:00,83062.81418954037,63344.371085028644,19718.443104511724,0.0,0.0,0.0
2019-09-13 00:00:00,81201.49795541677,62615.6728219649,18585.82513345186,0.0,0.0,0.0
2019-09-12 00:00:00,79216.59344802631,60802.76395274549,18413.829495280817,0.0,0.0,0.0
2019-09-11 00:00:00,80897.35213245358,61745.11764835297,19152.234484100612,0.0,0.0,0.0
2019-09-10 00:00:00,79834.04911205449,61389.43668826017,18444.612423794326,0.0,0.0,0.0
2019-09-09 00:00:00,87215.82,71072.11,16143.71,0.0,0.0,0.0
2019-09-08 00:00:00,87921.76542839609,72220.39883830631,15701.366590089776,0.0,0.0,0.0
2019-09-07 00:00:00,85426.15712325218,69305.84655605021,16120.310567201974,0.0,0.0,0.0
2019-09-06 00:00:00,86137.3389076835,70062.53677578161,16074.802131901883,0.0,0.0,0.0
2019-09-05 00:00:00,86888.92358789954,70023.05364903579,16865.869938863743,0.0,0.0,0.0
2019-09-04 00:00:00,88846.96543668382,73270.78495690027,15576.18047978355,0.0,0.0,0.0
2019-09-03 00:00:00,83665.02260333212,67637.00751054651,16028.015092785608,0.0,0.0,0.0
2019-09-02 00:00:00,89336.59999999999,75741.01,13159.03,436.56,0.0,0.0
2019-09-01 00:00:00,89958.36319998343,76705.7739840452,12829.039151394998,423.5500645432373,0.0,0.0
2019-08-31 00:00:00,86493.87345296779,72763.10856210353,13294.035430575728,436.7294602885333,0.0,0.0
2019-08-30 00:00:00,85026.01981904444,72004.7371201589,12604.002795998957,417.27990288658214,0.0,0.0
2019-08-29 00:00:00,89158.48075752822,76114.9857796169,12594.062720814914,449.43225709641314,0.0,0.0
2019-08-28 00:00:00,87285.98472166853,73633.60719177886,13202.40529310855,449.9722367811185,0.0,0.0
2019-08-27 00:00:00,87720.14994838314,74329.0443522125,12937.638249031907,453.46734713872996,0.0,0.0
2019-08-26 00:00:00,102336.12,88324.95999999999,13574.6,436.56,0.0,0.0
2019-08-25 00:00:00,98820.71542756412,85474.86292297792,12925.72028028535,420.13222430085455,0.0,0.0
2019-08-24 00:00:00,103902.5230231226,90199.95683900056,13271.286790991204,431.27939313084283,0.0,0.0
2019-08-23 00:00:00,105285.57420078128,90641.59047575397,14222.19166307982,421.79206194749617,0.0,0.0
2019-08-22 00:00:00,105611.39972507686,91976.43781805836,13180.898334687405,454.0635723311035,0.0,0.0
2019-08-21 00:00:00,105456.2208407742,91480.6191948583,13534.554161021635,441.04748489426237,0.0,0.0
2019-08-20 00:00:00,106240.23948349172,92734.37158657901,13080.319564706258,425.5483322064578,0.0,0.0
2019-08-19 00:00:00,105714.1,91858.71,13418.83,436.56,0.0,0.0
2019-08-18 00:00:00,110124.0318619161,95716.20111129369,13966.188744753468,441.6420058689392,0.0,0.0
2019-08-17 00:00:00,109463.19464262683,95714.88188011308,13295.990987016616,452.32177549712,0.0,0.0
2019-08-16 00:00:00,106505.4511475892,92897.17134321564,13158.049499039407,450.23030533416494,0.0,0.0
2019-08-15 00:00:00,103651.3344523092,90158.09213122312,13074.592098731864,418.6502223542005,0.0,0.0
2019-08-14 00:00:00,104360.95515773784,90598.21964491368,13307.065309818227,455.67020300593947,0.0,0.0
2019-08-13 00:00:00,108095.33627059068,93752.88753525082,13907.388495131305,435.06024020854835,0.0,0.0
2019-08-12 00:00:00,89570.96,87528.01000000001,2042.95,0.0,0.0,0.0
2019-08-11 00:00:00,89701.04062438096,87625.03021625691,2076.0104081240383,0.0,0.0,0.0
2019-08-10 00:00:00,91358.9963933375,89262.21199610157,2096.784397235929,0.0,0.0,0.0
2019-08-09 00:00:00,85649.0716165285,83653.10809121912,1995.9635253093697,0.0,0.0,0.0
2019-08-08 00:00:00,85704.6842438013,83670.48883227777,2034.1954115235292,0.0,0.0,0.0
2019-08-07 00:00:00,91847.816161027,89900.68996690273,1947.1261941242662,0.0,0.0,0.0
2019-08-06 00:00:00,92673.36960281908,90585.12359758228,2088.2460052367933,0.0,0.0,0.0
2019-08-05 00:00:00,52151.590000000004,50869.51,1282.08,0.0,0.0,0.0
2019-08-04 00:00:00,50934.19223714095,49588.21392342351,1345.978313717444,0.0,0.0,0.0
2019-08-03 00:00:00,50906.753504107466,49683.85698761555,1222.8965164919134,0.0,0.0,0.0
2019-08-02 00:00:00,54571.63628335004,53227.243877734974,1344.3924056150638,0.0,0.0,0.0
2019-08-01 00:00:00,50017.380724606686,48779.95839176663,1237.4223328400565,0.0,0.0,0.0
2019-07-31 00:00:00,51389.65846601805,50051.232069651945,1338.426396366107,0.0,0.0,0.0
2019-07-30 00:00:00,53898.6670756791,52561.66471379406,1337.0023618850425,0.0,0.0,0.0
2019-07-29 00:00:00,37203.590000000004,36417.9,785.69,0.0,0.0,0.0
2019-07-28 00:00:00,35842.5193760513,35081.64874679886,760.870629252436,0.0,0.0,0.0
2019-07-27 00:00:00,35479.24172969704,34701.29553058286,777.9461991141796,0.0,0.0,0.0
2019-07-26 00:00:00,35592.82464287518,34796.96811083662,795.856532038559,0.0,0.0,0.0
2019-07-25 00:00:00,38520.22050775907,37745.95617105192,774.2643367071482,0.0,0.0,0.0
2019-07-24 00:00:00,37937.869750495905,37157.16888890619,780.7008615897145,0.0,0.0,0.0
2019-07-23 00:00:00,37994.345740910976,37241.28514021894,753.0606006920376,0.0,0.0,0.0
2019-07-22 00:00:00,24143.84,21071.53,3072.31,0.0,0.0,0.0
2019-07-21 00:00:00,24347.160645846187,21285.01056849041,3062.150077355777,0.0,0.0,0.0
2019-07-20 00:00:00,24712.3716551395,21675.773967683053,3036.5976874564485,0.0,0.0,0.0
2019-07-19 00:00:00,23735.987511325475,20692.92711800264,3043.0603933228335,0.0,0.0,0.0
2019-07-18 00:00:00,23738.746327217697,20739.904246335947,2998.842080881749,0.0,0.0,0.0
2019-07-17 00:00:00,23718.81033378609,20561.768774653847,3157.041559132241,0.0,0.0,0.0
2019-07-16 00:00:00,24987.632484752976,21859.831161959824,3127.8013227931533,0.0,0.0,0.0
2019-07-15 00:00:00,42636.869999999995,34883.9,6068.41,1684.56,0.0,0.0
2019-07-14 00:00:00,43913.65005822699,35961.42776649926,6328.405947414829,1623.8163443128951,0.0,0.0
2019-07-13 00:00:00,43247.212647648914,35659.99803568438,5839.085027037172,1748.1295849273588,0.0,0.0
2019-07-12 00:00:00,42938.79915967849,35319.08316453942,5907.23772422674,1712.4782709123344,0.0,0.0
2019-07-11 00:00:00,44408.86019292672,36445.839066921355,6222.678893013654,1740.3422329917073,0.0,0.0
2019-07-10 00:00:00,44387.23867986785,36598.45051017883,6131.053811486739,1657.7343582022784,0.0,0.0
2019-07-09 00:00:00,41387.5256061121,33553.21877060633,6163.986518192528,1670.320317313246,0.0,0.0
2019-07-08 00:00:00,47471.06,39916.56,5869.94,1684.56,0.0,0.0
2019-07-07 00:00:00,47810.55234803209,40176.18176272496,5989.330249449445,1645.04033585769,0.0,0.0
2019-07-06 00:00:00,47783.118568087375,40094.085280058396,5939.713556625045,1749.3197314039362,0.0,0.0
2019-07-05 00:00:00,46438.498722358636,38971.41109959148,5857.561377816408,1609.5262449507406,0.0,0.0
2019-07-04 00:00:00,45399.92299775614,37975.6384471163,5798.528666864527,1625.7558837753193,0.0,0.0
2019-07-03 00:00:00,46948.371606153116,39477.721278357734,5786.133792889902,1684.516534905477,0.0,0.0
2019-07-02 00:00:00,45698.22359223102,38200.476806587554,5894.410127865105,1603.3366577783586,0.0,0.0
2019-07-01 00:00:00,44285.51,33994.79,7623.58,2667.14,0.0,0.0
2019-06-30 00:00:00,44120.29501480048,34070.97025642377,7259.498920510976,2789.8258378657392,0.0,0.0
2019-06-29 00:00:00,43501.679550129105,33233.674326340326,7699.066616106461,2568.93860768232,0.0,0.0
2019-06-28 00:00:00,44052.88824754058,33540.133293892795,7893.440511397078,2619.3144422507016,0.0,0.0
2019-06-27 00:00:00,45790.818365045416,35325.25125763637,7833.279799784391,2632.2873076246574,0.0,0.0
2019-06-26 00:00:00,44903.869901947764,34187.86256158884,7986.115853467185,2729.891486891744,0.0,0.0
