Date,Close,Likes,Retweets,percent,None,D0,D1,D2,D3,D4,average_sum,SP500Close,SoyBeanPrice,CottonPrice
9/1/2017,982,578815,136858,0,381959.7333,102958.681,69581.43245,50851.84766,19841.50319,275.6431897,0.141868782,2476.550049,9.495,0.7255
9/5/2017,995.75,433387,133246,0,372458.3,107248.21,68790.96,53486.95,20338.84,274.8,0.142165915,2457.850098,9.685,0.7526
9/6/2017,997.25,517934,113725,0,288798.576,171381.256,92136.75303,53209.74394,20668.67796,288.0269082,0.1437136,2465.540039,9.71,0.7526
9/7/2017,996.5,500509,140386,0,298777.7678,175279.3666,96779.57353,55447.60952,19541.60507,269.9783563,0.144957647,2465.100098,9.6875,0.7503
9/8/2017,990,594164,144067,0,290157.1455,164346.664,97449.95051,55452.03449,21168.27109,283.0175277,0.144549476,2461.429932,9.62,0.7559
9/11/2017,989.25,215850,55884,0,284203.9521,172352.5467,96445.32905,54208.27087,20990.60257,287.788382,0.144912566,2488.110107,9.6,0.7371
9/12/2017,983.5,356799,77466,0.055555556,285178.26,167256.06,93866.42,55583.04,20439.48,274.8,0.144107639,2496.47998,9.505,0.7071
9/13/2017,988.5,261759,52867,0.090909091,252206.8555,203018.0649,109850.3963,53154.14327,8755.955312,284.1242181,0.144200057,2498.370117,9.605,0.6998
9/14/2017,998,968660,212751,0,260182.6333,192337.7448,112688.0056,52896.45701,8935.09005,297.6380929,0.144287241,2495.620117,9.76,0.6978
9/15/2017,997.5,1142237,277427,0,253736.0805,193829.9844,110151.5401,52207.72615,8267.756326,302.6796773,0.143991046,2500.22998,9.6875,0.7013
9/18/2017,997.5,277173,56689,0,249789.5297,198867.2698,105499.6751,51622.40239,8950.859752,287.5577828,0.142926679,2503.870117,9.6775,0.7041
9/19/2017,997.25,615607,164137,0.285714286,253761.82,197445.54,110731.47,51798.79,8567.41,293.03,0.142907654,2506.649902,9.655,0.6998
9/20/2017,1000.5,1046521,285596,0,274725.4888,202406.8796,84394.66903,36922.72222,7722.741043,306.8696869,0.142603975,2508.23999,9.7,0.7004
9/21/2017,1001.25,467454,92705,0,294068.6162,204027.6835,82595.78889,35649.67774,7638.194762,305.4654123,0.142496179,2500.600098,9.7075,0.6904
9/22/2017,1010.5,668753,165932,0.285714286,272948.8915,202442.8016,90576.90421,36486.1796,7792.042223,285.056668,0.142392167,2502.219971,9.8425,0.6909
9/25/2017,1000.25,1094535,293693,0,275137.5689,216835.6159,84951.2219,36055.53223,7848.670548,285.4005771,0.141954601,2496.659912,9.7125,0.7009
9/26/2017,996.25,1067248,237674,0,282505.15,208253.91,86485.63,37387.35,7672.95,293.04,0.142148162,2496.840088,9.635,0.6925
9/27/2017,999,858144,188366,0,286317.3563,178581.3726,117730.5612,34318.01743,7237.960451,0,0.140839738,2507.040039,9.655,0.6903
9/28/2017,997.75,435388,112683,0,297891.9075,177053.2235,119223.3063,36016.74103,7072.472912,0,0.141297205,2510.060059,9.595,0.6922
9/29/2017,1000.75,580382,139491,0,275551.2846,183605.538,115240.8339,36130.85303,7718.771459,0,0.140909584,2519.360107,9.6825,0.6858
10/2/2017,996,387487,87628,0.2,278013.3522,186505.4278,118838.4339,34332.50663,7331.04562,0,0.140525497,2529.120117,9.5725,0.6757
10/3/2017,995.75,385597,76598,0.166666667,285736.53,177879.78,115625.9,35943.52,7412.32,0,0.140738561,2534.580078,9.5525,0.6752
10/4/2017,998.25,770177,212743,0,317863.8536,169479.8571,116288.0263,35166.39127,5620.461826,0,0.140907033,2537.73999,9.5825,0.688
10/5/2017,1004.75,601007,164316,0,297226.8042,174922.1276,113988.3732,35399.30466,5659.37886,0,0.139976252,2552.070068,9.6825,0.6827
10/6/2017,1007.75,92535,46557,0,294617.2252,164429.6876,115696.6856,33905.73644,5547.613009,0,0.140252306,2549.330078,9.7225,0.6884
10/9/2017,1000.25,286033,58770,0,300755.1335,170310.6743,108432.1314,33740.94854,5811.464025,0,0.140144793,2544.72998,9.6675,0.6895
10/10/2017,1000.75,775213,196867,0,303677.79,168540.27,110986.63,33784.67,5608.69,0,0.140587902,2550.639893,9.66,0.6895
10/11/2017,1000.75,1006151,226293,0,333045.3952,155549.7488,115845.1292,15981.3292,2896.923071,0,0.141109073,2555.23999,9.6525,0.6873
10/12/2017,1015.5,651235,159253,0,323570.6966,152057.9153,116534.2953,15080.0932,2768.297884,0,0.140977273,2550.929932,9.92,0.6784
10/13/2017,1015.5,816797,208478,0,321584.8165,163481.9505,115986.1099,14854.87102,2666.226076,0,0.141086073,2553.169922,10.0025,0.6862
10/16/2017,1014.25,600391,145660,0,324274.0803,160812.6734,109202.4095,15230.64437,2758.848116,0,0.140549661,2557.639893,9.91,0.6753
10/17/2017,1010.5,464350,120414,0,335480.59,157208.72,111811.12,15310.2,2787.41,0,0.140474402,2559.360107,9.8475,0.6777
10/18/2017,1011,1123251,279754,0,352388.4492,152762.456,120553.0819,11900.8771,4769.746501,0,0.140980997,2561.26001,9.8425,0.6763
10/19/2017,1014.5,487945,142897,0,351115.1255,149684.897,121319.7704,12389.29049,4429.283071,0,0.14081235,2562.100098,9.865,0.6731
10/20/2017,1008.75,736018,168774,0,346820.9561,152864.8585,120389.0011,12315.95324,4740.343434,0,0.139406801,2575.209961,9.7875,0.6688
10/23/2017,1013,399472,85530,0.071428571,346363.4151,145391.3842,121247.4596,12629.49661,4502.18985,0,0.139082613,2564.97998,9.8075,0.6972
10/24/2017,1008.25,559007,121923,0,338446.21,148441.17,119109.53,12036.56,4564.59,0,0.138856709,2569.129883,9.755,0.6954
10/25/2017,1008,797553,180549,0,343253.5975,137927.5717,120143.8793,11583.81361,4691.65873,0,0.137709001,2557.149902,9.755,0.6931
10/26/2017,1006.5,527523,141730,0,337763.79,133911.8335,113186.3864,12361.36184,4443.934551,0,0.137167527,2560.399902,9.735,0.6819
10/27/2017,1009.25,798063,173980,0,367530.8246,138164.6233,112281.3255,11959.01477,4738.100213,0,0.137562466,2581.070068,9.7975,0.682
10/30/2017,1008.5,372459,101653,0,354816.4278,141145.5941,113281.5343,11473.53106,4464.423177,0,0.137318925,2572.830078,9.798,0.6864
10/31/2017,1007.5,930202,231670,0,351398.54,136551.94,118046.41,12036.56,4564.59,0,0.13683398,2575.26001,9.8255,0.6838
11/1/2017,1010.75,1043920,250154,0,370781.1974,122233.7281,98536.60818,33746.6837,4743.085283,0,0.137067944,2579.360107,9.9125,0.6817
11/2/2017,1017,961821,213369,0,373500.5489,127852.6244,95006.18151,33439.88989,4466.866636,0,0.137625442,2579.850098,9.9925,0.6908
11/3/2017,1008.75,1687375,407848,0,381181.3018,129427.8716,92841.01814,34343.26986,4604.054467,0,0.137954685,2587.840088,9.8675,0.6872
11/6/2017,1013.5,594290,246521,0,375003.675,127151.2771,91711.89544,32591.48152,4436.270051,0,0.138578408,2591.129883,9.94,0.6885
11/7/2017,1015,497377,150753,0,365148.65,123678.04,96010.74,33196.05,4564.59,0,0.137872061,2590.639893,9.96,0.6807
11/8/2017,1017.5,806865,183618,0,349026.7657,128521.7789,81934.56799,50322.53308,4752.37555,0,0.138364552,2594.379883,9.985,0.6863
11/9/2017,1011.5,637198,134163,0.0625,343925.7141,124950.1005,89337.8409,50319.72751,4411.595022,0,0.138766819,2584.620117,9.85,0.6829
11/10/2017,1009.75,472650,101719,0,366869.6587,128758.0464,82445.23623,49013.077,4375.738807,0,0.138749689,2582.300049,9.87,0.6905
11/13/2017,999.25,264765,51777,0.066666667,368434.4627,118813.1625,84491.25779,46292.9793,4580.330477,0,0.13825576,2584.840088,9.7425,0.6888
11/14/2017,994,561356,117412,0,361038.46,123189.46,85126.48,48679.05,4564.59,0,0.138256327,2578.870117,9.6775,0.686
11/15/2017,1000.25,873224,254077,0,369159.1252,110332.3047,88993.28212,51590.80146,4583.269969,0,0.137965283,2564.620117,9.7625,0.6881
11/16/2017,998.5,580379,121040,0,350677.0095,118946.4801,88418.9794,51610.0146,4764.21715,0,0.138052661,2585.639893,9.72,0.6921
11/17/2017,1011.75,543832,124412,0,371902.1542,119394.1155,88024.20169,52289.51795,4740.399278,0,0.138021996,2578.850098,9.905,0.6978
11/20/2017,1013.75,462923,107222,0,370941.4266,112410.5177,85143.13332,55378.50663,4635.002519,0,0.13746713,2582.139893,9.9,0.7137
11/21/2017,1013.5,139772,29478,0.111111111,361995.02,116128.74,85795.6,54114.1,4564.59,0,0.137875763,2599.030029,9.89,0.709
11/22/2017,1018.25,1015737,267684,0,354593.2901,107316.7892,94094.5895,51727.01727,12524.9845,0,0.138753552,2597.080078,9.9725,0.7074
11/24/2017,1016,774356,188269,0.083333333,375948.4344,114113.7591,91093.35916,51942.38747,12552.05163,0,0.138557902,2602.419922,9.9325,0.7223
11/27/2017,1017,385031,88362,0.055555556,353575.4634,106315.153,93402.70174,48168.75927,12444.26169,0,0.138063151,2601.419922,9.96,0.72
11/28/2017,1017,584147,212690,0,359943.3,109117.27,91465.52,49711.66,12360.3,0,0.137610109,2627.040039,9.93,0.7329
11/29/2017,1015.75,1050223,304145,0,297234.0063,164893.3762,98217.24188,56911.70253,17904.93346,0,0.137117153,2626.070068,9.925,0.7427
11/30/2017,1013.25,1069330,278352,0,272290.4061,173799.9306,100535.4014,53878.32763,18757.64161,0,0.136803909,2647.580078,9.8575,0.7326
12/1/2017,1019.75,909520,252800,0,273600.9053,171599.162,94253.99407,57454.79277,18266.1133,0,0.138828019,2642.219971,9.9425,0.7328
12/4/2017,1020,360070,84248,0,288476.4221,166724.643,97393.22311,53387.10629,18718.66889,0,0.138956662,2639.439941,9.985,0.7258
12/5/2017,1024.75,118931,27464,0.4,283574.89,169245.49,96567.72,54754.29,18455.67,0,0.138789871,2629.570068,10.085,0.7251
12/6/2017,1021,439111,125549,0,254349.6972,205560.8732,89751.44153,52024.90986,27295.89229,0,0.137828321,2629.27002,10.0275,0.7272
12/7/2017,1011.75,426365,125831,0,239217.5602,211818.0686,89429.84004,54097.82551,29124.70522,0,0.137198199,2636.97998,9.92,0.7423
