date,None,D0,D1,D2,D3,D4
2019-10-29 00:00:00,574567.34,33922.83,14107.86,0.0,0.0,0.0
2019-10-28 00:00:00,556226.1249019504,33995.43518475976,14243.981893087781,0.0,0.0,0.0
2019-10-27 00:00:00,599708.221123314,32858.10584868239,14507.872900269947,0.0,0.0,0.0
2019-10-26 00:00:00,555639.0239644309,35079.504870115954,14677.238396344625,0.0,0.0,0.0
2019-10-25 00:00:00,565010.2737557407,35536.98149578973,14430.186951907948,0.0,0.0,0.0
2019-10-24 00:00:00,573379.0902535701,32924.20261907294,13492.519930022883,0.0,0.0,0.0
2019-10-23 00:00:00,567876.8985888921,34337.79551580035,14411.357267079733,0.0,0.0,0.0
2019-10-22 00:00:00,552388.48,47064.74,21851.64,1293.1899999999998,0.0,0.0
2019-10-21 00:00:00,567053.6955509242,49281.87284136371,22507.42623405729,1323.3593249737587,0.0,0.0
2019-10-20 00:00:00,533375.4983085984,47704.41395603138,22876.198238417448,1233.5126047515496,0.0,0.0
2019-10-19 00:00:00,568083.3915080912,47071.75544960425,21230.240972060205,1249.0356890692844,0.0,0.0
2019-10-18 00:00:00,578317.6921293496,48844.82548240563,21389.342725248767,1318.8519803695788,0.0,0.0
2019-10-17 00:00:00,559677.6497708113,46810.14961751294,22178.984772140637,1352.33404759595,0.0,0.0
2019-10-16 00:00:00,564949.4779513546,45613.581686675185,21820.925062380185,1228.6166523509057,0.0,0.0
2019-10-15 00:00:00,535479.22,52963.2,32193.5,1962.12,0.0,0.0
2019-10-14 00:00:00,511868.2330384362,52057.52114401417,33677.90771730781,1908.4275192516238,0.0,0.0
2019-10-13 00:00:00,514890.2884967187,51013.71903105998,32209.613417544104,1870.953119184147,0.0,0.0
2019-10-12 00:00:00,556736.4393942859,54186.06056273723,32683.503441168297,1947.2222410494683,0.0,0.0
2019-10-11 00:00:00,542680.8489442365,53586.40758922825,31309.16737503241,1971.0491883195775,0.0,0.0
2019-10-10 00:00:00,518688.76189154363,51219.976723995336,32484.219826769197,2054.2739852400355,0.0,0.0
2019-10-09 00:00:00,510411.50863356073,54240.36700580774,33666.04090777244,1981.142435039838,0.0,0.0
2019-10-08 00:00:00,530536.33,60581.560000000005,30140.399999999998,1339.74,0.0,0.0
2019-10-07 00:00:00,544478.7701133017,60387.15278558916,30981.816940241388,1336.3716566677956,0.0,0.0
2019-10-06 00:00:00,512137.52892939484,62382.441503730035,30898.668782719036,1358.9316551174754,0.0,0.0
2019-10-05 00:00:00,537138.8629114659,62126.39380274556,31249.77535702518,1394.585475346554,0.0,0.0
2019-10-04 00:00:00,534546.794773518,59750.68684358388,30396.686110349936,1378.3082861258956,0.0,0.0
2019-10-03 00:00:00,524692.751152375,60939.71782546376,29707.263562026554,1330.9727383440284,0.0,0.0
2019-10-02 00:00:00,523452.61904272,63146.58869969286,31066.855642242303,1348.2712527049114,0.0,0.0
2019-10-01 00:00:00,515983.12,78414.28,23329.590000000004,4871.07,0.0,0.0
2019-09-30 00:00:00,505881.6820742776,74566.37926965684,23109.76870742119,5041.794502596217,0.0,0.0
2019-09-29 00:00:00,492639.14686325187,77872.84796526736,22603.464683246642,4782.275101577308,0.0,0.0
2019-09-28 00:00:00,490683.7012012625,79564.23032278627,23243.971339578067,4981.606398686795,0.0,0.0
2019-09-27 00:00:00,506636.8509015948,75594.07959266905,22423.408721825483,5084.925009361557,0.0,0.0
2019-09-26 00:00:00,540954.3545776687,78413.03303434093,24073.38546284987,4653.281183891781,0.0,0.0
2019-09-25 00:00:00,521403.2761002052,79371.55935492918,22948.18964310163,4964.52435237934,0.0,0.0
2019-09-24 00:00:00,519497.70999999996,84051.29999999999,16700.02,2349.03,0.0,0.0
2019-09-23 00:00:00,526479.4081680736,82236.60926155146,16033.166192323068,2371.713240663572,0.0,0.0
2019-09-22 00:00:00,514966.2483080131,83890.30877112022,16870.502342088832,2360.6699774984904,0.0,0.0
2019-09-21 00:00:00,504872.1467647313,86543.14029429908,16954.306041787553,2246.7266192200427,0.0,0.0
2019-09-20 00:00:00,518377.3304462795,82395.42563969972,16771.451705686086,2262.48112078756,0.0,0.0
2019-09-19 00:00:00,523675.74988167995,87186.41626277614,17357.31906764132,2383.79827561415,0.0,0.0
2019-09-18 00:00:00,534973.6626705942,87933.79987323281,16532.621006076133,2360.604069199052,0.0,0.0
2019-09-17 00:00:00,538134.6299999999,65977.44999999998,17179.89,1306.08,0.0,0.0
2019-09-16 00:00:00,528314.5490580515,67304.051797063,17376.547343987266,1289.5147576887873,0.0,0.0
2019-09-15 00:00:00,530423.2352725401,64904.50537022775,17511.4780647031,1333.9685200422086,0.0,0.0
2019-09-14 00:00:00,528486.0980748016,63703.606132285684,17638.573497534126,1367.1445297453204,0.0,0.0
